ACC	Name	chr	start	end	TSS	TTS	Expression	Description
YPL007C	TFC8	chr16	543848	542082	543897	541978	72.12	Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; linker between TauB and TauA domains; human homolog is TFIIIC-90
YPL006W	NCR1	chr16	544631	548143	543992	548203	133.09	Vacuolar membrane protein; transits through the biosynthetic vacuolar protein sorting pathway, involved in sphingolipid metabolism; cells lacking Ncr1p exhibit high levels of long chain bases (LCB), similar to the accumulation of high amounts of lipids observed in patients with Neimann-Pick C, a disease caused by loss-of-function mutations in NPC1, the functional ortholog of Ncr1p
YPL005W	AEP3	chr16	548486	550306	548460	549522	39.21	Peripheral mitochondrial inner membrane protein; may facilitate use of unformylated tRNA-Met in mitochondrial translation initiation; stabilizes the bicistronic AAP1-ATP6 mRNA
YPL004C	LSP1	chr16	551657	550632	551676	550451	3001.72	Eisosome core component; eisosomes are large immobile patch structures at the cell cortex associated with endocytosis; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; member of the BAR domain family
YPL003W	ULA1	chr16	552020	553408	552001	552600	80.89	Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation
YPL002C	SNF8	chr16	554328	553627	554381	553236	127.61	Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome; appears to be functionally related to SNF7; involved in glucose derepression
YPL001W	HAT1	chr16	554605	555729	554588	NaN	88.19	Catalytic subunit of the Hat1p-Hat2p histone acetyltransferase complex; uses the cofactor acetyl coenzyme A to acetylate free nuclear and cytoplasmic histone H4; involved in telomeric silencing and DNA double-strand break repair
YPR001W	CIT3	chr16	556377	557837	556283	558333	27.03	Dual specificity mitochondrial citrate and methylcitrate synthase; catalyzes the condensation of acetyl-CoA and oxaloacetate to form citrate and that of propionyl-CoA and oxaloacetate to form 2-methylcitrate
YPR002W	PDH1	chr16	558385	559935	558373	NaN	20.57	Putative 2-methylcitrate dehydratase; mitochondrial protein that participates in respiration; induced by diauxic shift; homologous to E. coli PrpD, may take part in the conversion of 2-methylcitrate to 2-methylisocitrate
YPR002C-A		chr16	560766	560569	561490	NaN	101.69	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the Ty1 long terminal repeat, YPRWdelta12
YPR003C		chr16	563768	561504	563816	563128	66.28	Putative sulfate permease; physically interacts with Hsp82p; green fluorescent protein (GFP)-fusion protein localizes to the ER; YPR003C is not an essential gene
YPR004C	AIM45	chr16	565041	564007	565057	563928	558.8	Putative ortholog of mammalian ETF-alpha; interacts with frataxin, Yfh1p; null mutant displays elevated frequency of mitochondrial genome loss; may have a role in oxidative stress response; ETF-alpha is an electron transfer flavoprotein complex subunit
YPR005C	HAL1	chr16	566671	565787	566799	565451	65.53	Cytoplasmic protein involved in halotolerance; decreases intracellular Na+ (via Ena1p) and increases intracellular K+ by decreasing efflux; expression repressed by Ssn6p-Tup1p and Sko1p and induced by NaCl, KCl, and sorbitol through Gcn4p
YPR006C	ICL2	chr16	568996	567269	NaN	567174	53.45	2-methylisocitrate lyase of the mitochondrial matrix; functions in the methylcitrate cycle to catalyze the conversion of 2-methylisocitrate to succinate and pyruvate; ICL2 transcription is repressed by glucose and induced by ethanol
YPR007C	REC8	chr16	571378	569336	NaN	NaN	1.48	Meiosis-specific component of the sister chromatid cohesion complex; alpha-kleisin family member that maintains cohesion between sister chromatids during meiosis I; maintains cohesion between centromeres of sister chromatids until meiosis II; independent of its role in sister chromatid cohesion, Rec8p promotes allelic collisions and prevents nonspecific chromosome interactions; homolog of S. pombe Rec8p
YPR008W	HAA1	chr16	573018	575102	572707	574079	192.93	Transcriptional activator involved in adaptation to weak acid stress; activates transcription of TPO2, YRO2, and other genes encoding membrane stress proteins; HAA1 has a paralog, CUP2, that arose from the whole genome duplication; relocalizes from cytoplasm to nucleus upon DNA replication stress
YPR009W	SUT2	chr16	576552	577358	576473	577423	142.8	Zn2Cys6 family transcription factor; positively regulates sterol uptake under anaerobic conditions with SUT1; represses filamentation-inducing genes during non-starvation conditions; positively regulates mating along with SUT1 by repressing the expression of genes (PRR2, NCE102 and RHO5) which function as mating inhibitors; multicopy suppressor of mutations that cause low activity of the cAMP/PKA pathway; SUT2 has a paralog, SUT1, that arose from the whole genome duplication
YPR010C	RPA135	chr16	581196	577585	581255	577410	198.44	RNA polymerase I second largest subunit A135
YPR010C-A		chr16	582734	582373	582780	582219	475.41	Putative protein of unknown function; conserved among Saccharomyces sensu stricto species
YPR011C		chr16	584042	583062	584113	582955	134.26	Mitochondrial transporter; major substrates are adenosine 5'-phosphosulfate (APS) and 3'-phospho-adenosine 5'-phosphosulfate (PAPS); member of the mitochondrial carrier family; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YPR012W		chr16	584309	584563	583781	NaN	43.37	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YPR012W is not an essential gene
YPR013C		chr16	585585	584632	585760	584360	75.3	Putative zinc finger protein; YPR013C is not an essential gene
YPR014C		chr16	587518	587189	NaN	NaN	52.32	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YPR014C is not an essential gene
YPR015C		chr16	591026	590283	591116	590145	14.33	Putative zinc finger transcription factor; binds DNA in sequence-specific manner; overexpression causes a cell cycle delay or arrest
YPR016C	TIF6	chr16	593069	592332	593163	592185	638.97	Constituent of 66S pre-ribosomal particles; has similarity to human translation initiation factor 6 (eIF6); may be involved in the biogenesis and or stability of 60S ribosomal subunits
YPR016W-A		chr16	593096	593356	NaN	NaN	152.83	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YPR017C	DSS4	chr16	593917	593486	593919	593315	204.1	Guanine nucleotide dissociation stimulator for Sec4p; functions in the post-Golgi secretory pathway; binds zinc, found both on membranes and in the cytosol
YPR018W	RLF2	chr16	594476	596296	594367	595080	101.1	Largest subunit (p90) of the Chromatin Assembly Complex (CAF-1); chromatin assembly by CAF-1 is important for multiple processes including silencing at telomeres, mating type loci, and rDNA; maintenance of kinetochore structure; deactivation of the DNA damage checkpoint after DNA repair; chromatin dynamics during transcription; and repression of divergent noncoding transcription
YPR019W	MCM4	chr16	596750	599551	596675	599714	104.27	Essential helicase component of heterohexameric MCM2-7 complexes; MCM2-7 complexes bind pre-replication complexes on DNA and melt DNA prior to replication; forms an Mcm4p-6p-7p subcomplex; shows nuclear accumulation in G1; homolog of S. pombe Cdc21p
YPR020W	ATP20	chr16	599870	600217	599819	600307	570.12	Subunit g of the mitochondrial F1F0 ATP synthase; reversibly phosphorylated on two residues; unphosphorylated form is required for dimerization of the ATP synthase complex, which in turn determines oligomerization of the complex and the shape of inner membrane cristae
YPR021C	AGC1	chr16	603357	600649	603574	603141	109.75	Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant
YPR022C		chr16	607312	603911	607351	603862	76.01	Putative transcription factor, as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P
YPR023C	EAF3	chr16	610031	608826	610073	608742	274.18	Component of the Rpd3S histone deacetylase complex; Esa1p-associated factor, nonessential component of the NuA4 acetyltransferase complex, homologous to Drosophila dosage compensation protein MSL3; plays a role in regulating Ty1 transposition
YPR024W	YME1	chr16	610481	612724	610307	613238	212.44	Catalytic subunit of i-AAA protease complex; complex is located in mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as nonconventional translocation motor to pull PNPase into intermembrane space; also has role in intermembrane space protein folding; mutation causes elevated rate of mitochondrial turnover; human homolog YME1L1 can complement yeast null mutant
YPR025C	CCL1	chr16	614558	613377	614582	613232	156.91	Cyclin associated with protein kinase Kin28p; Kin28p is the TFIIH-associated carboxy-terminal domain (CTD) kinase involved in transcription initiation at RNA polymerase II promoters; human homolog CCNH allows growth of yeast ccl1 temperature-sensitive mutant at restrictive temperature
YPR026W	ATH1	chr16	615379	619014	614766	615698	51.18	Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress
YPR027C		chr16	621258	620425	NaN	621620	109.55	Putative protein of unknown function
YPR028W	YOP1	chr16	623527	624202	623501	624350	2227.59	Reticulon-interacting protein; stabilizes membrane curvature; involved in the generation of tubular ER morphology; ER tubule integral membrane protein; interacts with Yip1p to mediate membrane traffic and with Sey1p to maintain ER morphology; forms tubules in vitro; overexpression leads to cell death and accumulation of internal cell membranes; mutants have reduced phosphatidylserine transfer between the ER and mitochondria; forms ER foci upon DNA replication stress
YPR029C	APL4	chr16	626967	624469	627010	624263	171.68	Gamma-adaptin; large subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in vesicle mediated transport
YPR030W	CSR2	chr16	627880	631245	627788	628178	27.18	Nuclear ubiquitin protein ligase binding protein; may regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p, deubiquitinated by Ubp2p; CSR2 has a paralog, ECM21, that arose from the whole genome duplication
YPR031W	NTO1	chr16	631515	633761	631487	632467	45.28	Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3
YPR032W	SRO7	chr16	634123	637224	634074	637256	57.92	Effector of Rab GTPase Sec4p; forms a complex with Sec4p and t-SNARE Sec9p; involved in exocytosis and docking and fusion of post-Golgi vesicles with plasma membrane; regulates cell proliferation and colony development via the Rho1-Tor1 pathway; homolog of Drosophila lgl tumor suppressor; SRO7 has a paralog, SRO77, that arose from the whole genome duplication
YPR033C	HTS1	chr16	639019	637379	639026	637305	740.89	Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome
YPR034W	ARP7	chr16	639525	640958	639479	641163	193.9	Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation
YPR035W	GLN1	chr16	642208	643320	642092	643406	8175.4	Glutamine synthetase (GS); synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source and by amino acid limitation; forms filaments of back-to-back stacks of cylindrical homo-decamers at low pH, leading to enzymatic inactivation and storage during states of advanced cellular starvation; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress
YPR036W	VMA13	chr16	643836	645272	643781	645357	1345.97	Subunit H of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; serves as an activator or a structural stabilizer of the V-ATPase; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits
YPR036W-A		chr16	645950	646153	645876	646027	2723	Small (67 amino acids) protein involved in sporulation; localizes to the prospore membrane; phosphorylated during meiosis; a longer, 5'-extended mRNA is also transcribed beginning in mid-meiosis, regulated by two MSEs (middle sporulation elements), and includes an uORF of 15 codons in its 5'-UTR; evidence transcription is regulated by Pdr1p
YPR038W	IRC16	chr16	646836	647195	646044	NaN	306.22	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene YPR037C; null mutant displays increased levels of spontaneous Rad52p foci
YPR039W		chr16	647012	647347	646250	NaN	100.31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified non essential genes ERV2/YPR037C and TIP41/YPR040W
YPR037C	ERV2	chr16	647038	646448	647099	647218	428.82	Flavin-linked sulfhydryl oxidase localized to the ER lumen; involved in disulfide bond formation within the endoplasmic reticulum (ER)
YPR040W	TIP41	chr16	647305	648375	647276	648437	105.03	Protein that interacts with Tap42p, which regulates PP2A; component of the TOR (target of rapamycin) signaling pathway; protein abundance increases in response to DNA replication stress
YPR041W	TIF5	chr16	648704	649921	648598	649992	827.26	Translation initiation factor eIF5; functions both as a GTPase-activating protein to mediate hydrolysis of ribosome-bound GTP and as a GDP dissociation inhibitor to prevent recycling of eIF2
YPR042C	PUF2	chr16	653662	650435	653788	652254	79.18	PUF family mRNA-binding protein; Pumilio homology domain confers RNA binding activity; preferentially binds mRNAs encoding membrane-associated proteins; binding site composed of two UAAU tetranucleotides, separated by a 3-nt linker; PUF2 has a paralog, JSN1, that arose from the whole genome duplication
YPR043W	RPL43A	chr16	654166	654847	654136	654982	8405.04	Ribosomal 60S subunit protein L43A; null mutation confers a dominant lethal phenotype; homologous to mammalian ribosomal protein L37A, no bacterial homolog; RPL43A has a paralog, RPL43B, that arose from the whole genome duplication
YPR044C	OPI11	chr16	654877	654524	NaN	NaN	6889.63	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; largely overlaps verified gene RPL43A/YPR043W; deletion confers sensitivity to GSAO
YPR045C	THP3	chr16	656552	655140	656582	655093	162.69	Protein that may have a role in transcription elongation; forms a complex with Csn12p that is recruited to transcribed genes; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes
YPR046W	MCM16	chr16	656799	657344	656774	657014	59.31	Component of the Ctf19 complex and the COMA subcomplex; involved in kinetochore-microtubule mediated chromosome segregation; binds to centromere DNA; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-H and fission yeast fta3
YPR047W	MSF1	chr16	657529	658938	657507	659041	143.69	Mitochondrial phenylalanyl-tRNA synthetase; active as a monomer, unlike the cytoplasmic subunit which is active as a dimer complexed to a beta subunit dimer; similar to the alpha subunit of E. coli phenylalanyl-tRNA synthetase
YPR048W	TAH18	chr16	659182	661053	659159	661124	56.26	Conserved NAPDH-dependent diflavin reductase; component of an early step in the cytosolic Fe-S protein assembly (CIA) machinery; transfers electrons from NADPH to the Fe-S cluster of Dre2p; plays a pro-death role under oxidative stress; Tah18p-dependent nitric oxide synthesis confers high-temperature stress tolerance; possible target for development of antifungal drugs
YPR049C	ATG11	chr16	664673	661137	664749	661048	25.5	Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS; recruits Dnm1p to facilitate fission of mitochondria that are destined for removal by mitophagy
YPR051W	MAK3	chr16	664960	665490	664934	665634	246.03	Catalytic subunit of the NatC type N-terminal acetyltransferase; involved in subcellular targeting of select N-terminally acetylated substrates to the Golgi apparatus (Arl3p and Grh1p) and the inner nuclear membrane (Trm1p); required for replication of dsRNA virus
YPR050C		chr16	665366	664953	666045	NaN	242.99	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps verified ORF MAK3/YPR051W
YPR052C	NHP6A	chr16	665974	665693	666045	665446	2123.34	High-mobility group (HMG) protein; binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to chromosomes; functionally redundant with Nhp6Bp; required for transcriptional initiation fidelity of some tRNA genes; homologous to mammalian HMGB1 and HMGB2; NHP6A has a paralog, NHP6B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress
YPR053C		chr16	666243	665788	666245	NaN	1034.04	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene NHP6A/YPR052C
YPR054W	SMK1	chr16	666280	667446	NaN	667488	74.19	Middle sporulation-specific mitogen-activated protein kinase (MAPK); required for production of the outer spore wall layers; negatively regulates activity of the glucan synthase subunit Gsc2p
YPR055W	SEC8	chr16	667676	670873	667630	670936	87.42	Essential 121 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; involved in ER and Golgi inheritance in small buds; relocalizes away from bud neck upon DNA replication stress
YPR056W	TFB4	chr16	671126	672142	671104	672337	150.36	Subunit of TFIIH complex; involved in transcription initiation, similar to 34 kDa subunit of human TFIIH; interacts with Ssl1p
YPR057W	BRR1	chr16	672471	673496	671790	673286	131.49	snRNP protein component of spliceosomal snRNPs; required for pre-mRNA splicing and snRNP biogenesis; in null mutant newly-synthesized snRNAs are destabilized and 3'-end processing is slowed
YPR058W	YMC1	chr16	673751	674674	673700	674781	154.02	Secondary mitochondrial inner membrane glycine transporter; required with HEM25 for the transport of glycine into mitochondria for the initiation of heme biosynthesis; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; localizes to the vacuole in response to H2O2; YMC1 has a paralog, YMC2, that arose from the whole genome duplication
YPR059C		chr16	674700	674314	675352	NaN	194.56	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YMC1/YPR058W
YPR060C	ARO7	chr16	675631	674861	675692	674720	233.09	Chorismate mutase; catalyzes the conversion of chorismate to prephenate to initiate the tyrosine/phenylalanine-specific branch of aromatic amino acid biosynthesis
YPR061C	JID1	chr16	676882	675977	676955	676481	31.72	Probable Hsp40p co-chaperone; has a DnaJ-like domain and appears to be involved in ER-associated degradation of misfolded proteins containing a tightly folded cytoplasmic domain; inhibits replication of Brome mosaic virus in S. cerevisiae
YPR062W	FCY1	chr16	677165	677641	677130	677749	1174.61	Cytosine deaminase; zinc metalloenzyme that catalyzes the hydrolytic deamination of cytosine to uracil; of biomedical interest because it also catalyzes the deamination of 5-fluorocytosine (5FC) to form anticancer drug 5-fluorouracil (5FU)
YPR063C		chr16	678320	677812	678354	677614	679.74	ER-localized protein of unknown function
YPR064W		chr16	678951	679370	NaN	NaN	6.04	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YPR065W	ROX1	chr16	679693	680799	679604	680980	352.69	Heme-dependent repressor of hypoxic genes; mediates aerobic transcriptional repression of hypoxia induced genes such as COX5b and CYC7; repressor function regulated through decreased promoter occupancy in response to oxidative stress; contains an HMG domain that is responsible for DNA bending activity; involved in the hyperosmotic stress resistance
YPR066W	UBA3	chr16	681213	682112	680449	682015	48.93	Protein that activates Rub1p (NEDD8) before neddylation; acts together with Ula1p; may play a role in protein degradation; GFP-fusion protein localizes to the cytoplasm in a punctate pattern 
YPR067W	ISA2	chr16	682220	682777	682175	682875	236.48	Protein required for maturation of mitochondrial [4Fe-4S] proteins; functions in a complex with Isa1p and possibly Iba57p; localizes to the mitochondrial intermembrane space, overexpression of ISA2 suppresses grx5 mutations
YPR068C	HOS1	chr16	684353	682941	684355	682888	51.73	Class I histone deacetylase (HDAC) family member; deacetylates Smc3p on lysine residues at anaphase onset; has sequence similarity to Hda1p, Rpd3p, Hos2p, and Hos3p; interacts with the Tup1p-Ssn6p corepressor complex
YPR069C	SPE3	chr16	685437	684556	685497	684486	740.23	Spermidine synthase; involved in biosynthesis of spermidine and also in biosynthesis of pantothenic acid; spermidine is required for growth of wild-type cells
YPR070W	MED1	chr16	685898	687598	NaN	687941	101.27	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation
YPR071W		chr16	688172	688807	688161	689217	114.77	Putative membrane protein; YPR071W is not an essential gene; YPR071W has a paralog, YIL029C, that arose from a single-locus duplication
YPR072W	NOT5	chr16	690107	691789	690001	691888	327.07	Subunit of CCR4-NOT global transcriptional regulator; involved intranscription initiation and elongation and in mRNA degradation; conserved lysine in human homolog of Not5p and Not3p is mutated in cancers
YPR073C	LTP1	chr16	692418	691933	692482	691697	434.71	Protein phosphotyrosine phosphatase of unknown cellular role; activated by adenine
YPR074C	TKL1	chr16	694838	692796	694950	694776	1932.03	Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog, TKL2, that arose from the whole genome duplication
YPR074W-A		chr16	695018	695188	NaN	NaN	0	Hypothetical protein identified by homology
YPR076W		chr16	696476	696850	NaN	NaN	185.14	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YPR075C	OPY2	chr16	696819	695737	696880	695615	254.69	Integral membrane protein that acts as a membrane anchor for Ste50p; involved in the signaling branch of the high-osmolarity glycerol (HOG) pathway and as a regulator of the filamentous growth pathway; overproduction blocks cell cycle arrest in the presence of mating pheromone; relocalizes from vacuole to plasma membrane upon DNA replication stress
YPR077C		chr16	697502	697131	NaN	NaN	4.07	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; expression increased by deletion of NAP1
YPR078C		chr16	698265	697147	NaN	NaN	9.46	Putative protein of unknown function; possible role in DNA metabolism and/or in genome stability; expression is heat-inducible
YPR079W	MRL1	chr16	698869	700014	698843	700118	105.69	Membrane protein; has similarity to mammalian mannose-6-phosphate receptors; possibly functions as a sorting receptor in the delivery of vacuolar hydrolases; protein abundance increases in response to DNA replication stress
YPR080W	TEF1	chr16	700594	701970	700564	701997	10145.33	Translational elongation factor EF-1 alpha; in the GTP-bound active form, binds to and delivers aminoacylated tRNA to the A-site of ribosomes for elongation of nascent polypeptides; associates with vacuolar Rho1p GTPase; may also have a role in tRNA re-export from the nucleus; TEF1 has a paralog, TEF2, that arose from the whole genome duplication
YPR081C	GRS2	chr16	703970	702114	704628	702031	80.05	Glycine-tRNA synthetase, not expressed under normal growth conditions; expression is induced under heat, oxidative, pH, or ethanol stress conditions; more stable than the major glycine-tRNA synthetase Grs1p at 37 deg C; GRS2 has a paralog, GRS1, that arose from the whole genome duplication
YPR082C	DIB1	chr16	704656	704225	704666	704140	216.72	17-kDa component of the U4/U6aU5 tri-snRNP; plays an essential role in pre-mRNA splicing; human ortholog TXNL4A (the human U5-specific 15-kDa protein) complements yeast dib1 null mutant
YPR083W	MDM36	chr16	704854	706593	704069	706715	43.02	Mitochondrial protein; required for normal mitochondrial morphology and inheritance; component of the mitochondria-ER-cortex-ancor (MECA); interacts with Num1p to link the ER and mitochondria at the cell cortex; proposed involvement in the formation of Dnm1p and Num1p-containing cortical anchor complexes that promote mitochondrial fission
YPR084W		chr16	706972	708342	706888	708482	86.71	Putative protein of unknown function
YPR085C	ASA1	chr16	709828	708497	709859	708375	52.53	Subunit of the ASTRA complex, involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1
YPR086W	SUA7	chr16	710101	711138	710058	711416	314.32	Transcription factor TFIIB; a general transcription factor required for transcription initiation and start site selection by RNA polymerase II
YPR087W	VPS69	chr16	711354	711674	710838	NaN	635.54	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the verified gene SRP54; deletion causes a vacuolar protein sorting defect
YPR088C	SRP54	chr16	713028	711403	713053	711326	466.12	Signal recognition particle (SRP) subunit (homolog of mammalian SRP54); contains the signal sequence-binding activity of SRP, interacts with the SRP RNA, and mediates binding of SRP to signal receptor; contains GTPase domain
YPR089W		chr16	713275	715941	713237	716022	143.85	Protein of unknown function; exhibits genetic interaction with ERG11 and protein-protein interaction with Hsp82p
YPR092W		chr16	718379	718684	NaN	NaN	38.12	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YPR091C	NVJ2	chr16	718468	716156	718471	718592	172.77	Lipid-binding ER protein, enriched at nucleus-vacuolar junctions (NVJ); may be involved in sterol metabolism or signaling at the NVJ; contains a synaptotagmin-like-mitochondrial-lipid binding protein (SMP) domain; binds phosphatidylinositols and other lipids in a large-scale study; may interact with ribosomes, based on co-purification experiments
YPR093C	ASR1	chr16	720424	719558	720463	719432	48.89	Ubiquitin ligase that modifies and regulates RNA Pol II; involved in a putative alcohol-responsive signaling pathway; accumulates in the nucleus under alcohol stress; has a role in organization of septins and the actin cytoskeleton; contains a Ring/PHD finger domain similar to the mammalian rA9 protein
YPR094W	RDS3	chr16	720637	720960	720608	720878	106.58	Component of the SF3b subcomplex of the U2 snRNP; zinc cluster protein involved in pre-mRNA splicing and cycloheximide resistance
YPR095C	SYT1	chr16	724717	721037	724975	722469	63.87	Guanine nucleotide exchange factor (GEF) for Arf proteins; promotes activation of Arl1p, which recruits Imh1p to the Golgi; involved in vesicular transport; member of the Sec7-domain family; contains a PH domain
YPR096C		chr16	725144	724842	NaN	NaN	20.02	Protein of unknown function; may interact with ribosomes, based on co-purification experiments
YPR097W		chr16	725394	728615	725159	727299	110.73	Protein that contains a PX domain and binds phosphoinositides; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; PX stands for Phox homology
YPR098C		chr16	729528	728947	729564	728732	449.38	Protein of unknown function; localized to the mitochondrial outer membrane
YPR100W	MRPL51	chr16	729791	730213	729768	730313	595.13	Mitochondrial ribosomal protein of the large subunit
YPR099C		chr16	730113	729757	730206	NaN	616.96	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene MRPL51/YPR100W
YPR101W	SNT309	chr16	730492	731019	730468	730629	162.27	Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; interacts physically and genetically with Prp19p
YPR102C	RPL11A	chr16	731748	731224	731779	731174	5806.97	Ribosomal 60S subunit protein L11A; expressed at twice the level of Rpl11Bp; involved in ribosomal assembly; depletion causes degradation of 60S proteins and RNA; homologous to mammalian ribosomal protein L11 and bacterial L5; RPL11A has a paralog, RPL11B, that arose from the whole genome duplication
YPR103W	PRE2	chr16	732349	733212	732282	733271	901.17	Beta 5 subunit of the 20S proteasome; responsible for the chymotryptic activity of the proteasome
YPR104C	FHL1	chr16	736433	733623	736711	733227	83.54	Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants
YPR105C	COG4	chr16	739569	736984	739622	736909	123.08	Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments
YPR106W	ISR1	chr16	740061	741392	740057	741483	103.37	Predicted protein kinase; overexpression causes sensitivity to staurosporine, which is a potent inhibitor of protein kinase C
YPR107C	YTH1	chr16	742064	741438	742150	741297	107.78	Essential RNA-binding component of cleavage and polyadenylation factor; contains five zinc fingers; required for pre-mRNA 3'-end processing and polyadenylation; relocalizes to the cytosol in response to hypoxia
YPR108W	RPN7	chr16	742454	743743	742391	743843	544.05	Essential non-ATPase regulatory subunit of the 26S proteasome; similar to another S. cerevisiae regulatory subunit, Rpn5p, as well as to mammalian proteasome subunits
YPR108W-A		chr16	744175	744387	743731	NaN	0	Putative protein of unknown function; identified by fungal homology and RT-PCR
YPR109W		chr16	744689	745573	744459	745626	142.43	Predicted membrane protein; diploid deletion strain has high budding index
YPR110C	RPC40	chr16	746835	745828	746855	745608	526.9	RNA polymerase subunit AC40; common to RNA polymerase I and III; predominant determinant targeting Ty1 integration upstream of Pol III-transcribed genes
YPR111W	DBF20	chr16	747306	749000	NaN	747269	51.69	Ser/Thr kinase involved in late nuclear division; one of the mitotic exit network (MEN) proteins; necessary for the execution of cytokinesis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; DBF20 has a paralog, DBF2, that arose from the whole genome duplication
